href,title,libraryKindLabel,topicLv1Key,topicLv1Label,topicLv2Key,topicLv2Label,target_topicLv1Key,target_topicLv1Label
thu-vien/hop-dong-lao-dong-thoi-vu-duoi-3-thang.html,Hợp đồng lao động thời vụ (dưới 3 tháng),Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/hop-dong-lao-dong-vo-hieu-khi-nao-cac-truong-hop-va-cach-xu-ly.html,Hợp đồng lao động vô hiệu khi nào? Các trường hợp HĐLĐ bị vô hiệu,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/hop-dong-thu-viec-co-phai-dong-bhxh-khong.html,Hợp đồng thử việc có phải đóng BHXH không?,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-05a-hsb-theo-quyet-dinh-166-qd-bhxh.html,Mẫu 05A-HSB theo quyết định 166/QĐ-BHXH,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-11-pli-giay-phep-lao-dong-cho-nguoi-nuoc-ngoai.html,Mẫu số 11/PLI cấp giấy phép lao động cho người nước ngoài,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-bang-phan-bo-tien-luong-va-bao-hiem-xa-hoi-11-ldtl.html,"Mẫu bảng phân bổ tiền lương, bảo hiểm xã hội theo Thông tư 133, 200",Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-bang-phan-bo-tien-luong-va-cac-khoan-trich-theo-luong.html,Bảng phân bổ tiền lương và các khoản trích theo lương theo Thông tư 99,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-bang-thanh-toan-tien-luong-theo-thong-tu-99.html,Mẫu bảng thanh toán tiền lương theo Thông tư 99,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-bao-cao-tinh-hinh-thay-doi-lao-dong-theo-thong-tu-23.html,Mẫu 07 - Báo cáo tình hình sử dụng lao động theo Thông tư 23,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-bieu-chung-tu-ke-toan-tien-luong-theo-thong-tu-99.html,Mẫu biểu chứng từ kế toán tiền lương theo Thông tư 99 mới nhất 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-c12-ts-thong-bao-ket-qua-dong-bhxh-bhyt-bhtn.html,"Mẫu C12-TS - Thông báo kết quả đóng BHXH, BHYT, BHTN, BHTNLĐ, BNN",Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-c70a-hsb-danh-sach-giai-quyet-huong-che-do-thai-san-om-dau.html,"Mẫu C70a-HSB Danh sách giải quyết hưởng chế độ thai sản, ốm đau, DSPHSK",Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-d02-lt-theo-qd-1040-bao-cao-lao-dong-tham-gia-bhxh.html,Mẫu D02-LT Báo cáo lao động tham gia BHXH theo QĐ 1040/QĐ-BHXH,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-danh-sach-lao-dong-tham-gia-bhxh-bhyt-mau-d02-ts.html,Mẫu D02-TS Danh sách lao động tham gia BHXH theo QĐ 595,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-de-nghi-huong-tro-cap-that-nghiep-mau-so-03.html,Mẫu đề nghị hưởng trợ cấp thất nghiệp mới nhất năm 2025,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-doanh-sach-nguoi-lao-dong-de-giai-the-doanh-nghiep.html,Mẫu danh sách người lao động để giải thể Doanh nghiệp,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-hop-dong-lao-dong-ban-thoi-gian-lam-viec-part-time.html,"Mẫu hợp đồng lao động bán thời gian, làm việc Part Time 2026 mới nhất",Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-hop-dong-lao-dong-co-thoi-han-2026-moi-nhat.html,Mẫu hợp đồng lao động có thời hạn mới nhất năm 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-hop-dong-lao-dong-khong-xac-dinh-thoi-han.html,Mẫu hợp đồng lao động không xác định thời hạn 2026 mới nhất,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-hop-dong-lao-dong-moi-nhat-theo-thong-tu-21.html,Mẫu hợp đồng lao động 2026 mới nhất,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-hop-dong-lao-dong-thu-viec-moi-nhat-nam-2026.html,Mẫu hợp đồng lao động có thời gian thử việc mới nhất năm 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-hop-dong-thu-viec-moi-nhat-dung-chuan-bo-luat-lao-dong.html,Mẫu hợp đồng thử việc mới nhất 2026 theo đúng quy định tại Bộ luật Lao động,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-khai-trinh-viec-su-dung-lao-dong-theo-thong-tu-23.html,Mẫu 05 - khai trình việc sử dụng lao động khi mới bắt đầu hoạt động theo TT 23,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-noi-quy-lao-dong-cua-cong-ty.html,Mẫu nội quy lao động chuẩn mới nhất 2026 của doanh nghiệp,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-phieu-dang-ky-du-tuyen-lao-dong-theo-thong-tu-23.html,Mẫu phiếu đăng ký dự tuyển lao động theo Thông tư 23,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-phu-luc-hop-dong-lao-dong-moi-nhat.html,Mẫu phụ lục hợp đồng lao động mới nhất năm 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-quy-che-tien-luong-tien-thuong-trong-doanh-nghiep.html,"Mẫu quy chế lương thưởng phụ cấp công ty Cổ phần, TNHH mới nhất 2026",Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-quyet-dinh-ban-hanh-noi-quy-lao-dong-moi-nhat.html,Mẫu quyết định ban hành nội quy lao động mới nhất năm 2026,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-so-01-pli-bao-cao-tinh-hinh-su-dung-lao-dong.html,Báo cáo tình hình sử dụng lao động Mẫu số 01/PLI theo NĐ 145,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-so-08-de-nghi-khong-huong-tro-cap-that-nghiep-theo-tt15.html,Mẫu số 08 - Đề nghị không hưởng trợ cấp thất nghiệp theo TT15,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-so-09-hsb-theo-quyet-dinh-so-1449-qd-bhxh.html,Mẫu số 09-HSB theo Quyết định số 1449/QĐ-BHXH,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-so-11-pli-giay-phep-lao-dong-cho-nguoi-nuoc-ngoai.html,Mẫu số 11/PLI giấy phép lao động cho người nước ngoài,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-so-13-hsb-theo-quyet-dinh-186-qd-bhxh.html,Mẫu số 13-HSB theo Quyết định 186/QĐ-BHXH,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-thoa-uoc-lao-dong-tap-the.html,Mẫu thỏa ước lao động tập thể 2026 mới nhất của doanh nghiệp,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-to-khai-tham-gia-bhxh-bhyt-mau-a01-ts.html,"Mẫu tờ khai tham gia BHXH, BHYT mẫu TK1-TS",Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-van-ban-de-nghi-dang-ky-noi-quy-lao-dong.html,Mẫu văn bản đề nghị đăng ký nội quy lao động 2026 mới nhất,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/mau-van-ban-gop-y-cua-to-chuc-dai-dien-nguoi-lao-dong-tai-co-so.html,Mẫu văn bản góp ý của tổ chức đại diện người lao động tại cơ sở,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/thong-bao-cham-dut-hop-dong-lao-dong.html,Thông báo chấm dứt hợp đồng lao động,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/to-khai-tham-gia-bhxh-bhyt-bhtn-mau-so-tk1-ts.html,Mẫu TK1-TS Tờ khai tham gia BHXH theo Quyết định 490/QĐ-BHXH,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
thu-vien/to-khai-thong-tin-don-vi-tham-gia-bhxh-bhyt-mau-tk3-ts.html,Mẫu TK3-TS mới nhất 2025 theo Quyết định 490/QĐ-BHXH,Biểu mẫu,mau-bieu-thu-tuc,Mẫu biểu - Thủ tục,mau-bieu-lao-dong-bao-hiem,Mẫu biểu lao động - bảo hiểm,lao-dong-bao-hiem,Lao động - Bảo hiểm
